source,zip_file,image_id,width,height,total_masks,major_category,sub_category
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,c1afe66cd139f996fd984f5f2622903730ec2f1192d90608154f07f7ef6cdb4b,320,256,13,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4cbd6c37f3a55a538d759d440344c287cac66260d3047a83f429e63e7a0f7f20,320,256,13,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,8f27ebc74164eddfe989a98a754dcf5a9c85ef599a1321de24bcf097df1814ca,320,256,13,Histology,HE
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386,320,256,14,Histology,HE
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,abd8dde78f8d37b68b28da67459371ed65f0a575523e94bc4ecbc88e6fedf0d0,320,256,14,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,320,256,14,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4d4f254f3b8b4408d661df3735591554b2f6587ce1952928d619b48010d55467,320,256,15,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,320,256,15,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1,320,256,15,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,45f059cf21d85ecfce0eb93260516f1e2443d210e9a52f9ae2271d604aa3fcc5,320,256,15,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,b0e35e06b85da49bfe3ea737711a72b551a6add446e30eabb01aa683a79873c5,320,256,15,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,442c4eb0185698fe7d148c108a46f74abd399aecda2f4f22981a1671cd95dd7d,320,256,16,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,13f2bec0a24c70345372febb14c4352877b1b6c1b01896246048e83c345c0914,320,256,17,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,3b0709483b1e86449cc355bb797e841117ba178c6ae1ed955384f4da6486aa20,320,256,17,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe,320,256,17,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e,320,256,17,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,320,256,18,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,673baf65ae5c571d6be452eb41e79ef3fc2eb3fd238e621c6b7621763b429989,320,256,18,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187,320,256,18,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716,320,256,19,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,6ab24e7e1f6c9fdd371c5edae1bbb20abeeb976811f8ab2375880b4483860f4d,320,256,20,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b,320,256,20,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37,320,256,21,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a08166d91d2cca263d2dd52764dc25c9c582b7a5ece2b802749fa4be33187c49,320,256,22,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,709e094e39629a9ca21e187f007b331074694e443db40289447c1111f7e267e7,320,256,22,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,320,256,23,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2e2d29fc44444a85049b162eb359a523dec108ccd5bd75022b25547491abf0c7,320,256,23,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,52a6b8ae4c8e0a8a07a31b8e3f401d8811bf1942969c198e51dfcbd98520aa60,320,256,25,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,c0152b1a260e71f9823d17f4fbb4bf7020d5dce62b4a12b3099c1c8e52a1c43a,320,256,25,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,320,256,26,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72,320,256,26,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64,320,256,27,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,55f98f43c152aa0dc8bea513f8ba558cc57494b81ae4ee816977816e79629c50,320,256,27,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a,320,256,29,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,320,256,29,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,320,256,29,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2c61fdcb36fd1b2944895af6204279e9f6c164ba894198b40c8b7a3c9bf500ea,320,256,29,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a5fe0b7412dd152c41f7afc34ffdf276d4261b6942fa6d36803648e90f2cfc06,320,256,30,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4,320,256,30,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945,320,256,32,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99,320,256,33,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121,320,256,33,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3,320,256,34,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261,320,256,34,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4ca5081854df7bbcaa4934fcf34318f82733a0f8c05b942c2265eea75419d62f,320,256,37,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,bb61fc17daf8bdd4e16fdcf50137a8d7762bec486ede9249d92e511fcb693676,320,256,37,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a4c44fc5f5bf213e2be6091ccaed49d8bf039d78f6fbd9c4d7b7428cfcb2eda4,320,256,37,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,af6b6173c59450bc76b2cc461cf233921fbfdb6feb8dd6da03a0d44193221fd0,320,256,37,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e,320,256,39,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7,320,256,42,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279,320,256,42,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe,320,256,45,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e,320,256,46,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,420f43d21dbaba42bf8c0995b3a2c85537876d594433770c6c6f3d6b779ec15f,320,256,49,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,353ab00e964f71aa720385223a9078b770b7e3efaf5be0f66e670981f68fe606,320,256,50,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,337b6eed0726f07531cd467cd62b6676c31a8c9e716bdbc49433986c022252cf,320,256,51,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,aa58ba4512955771b4f9b459cb4e6a8adb71d11cd6cae662ec2df31d688a5fe0,320,256,53,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456,320,256,54,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,7f34dfccd1bc2e2466ee3d6f74ff05821a0e5404e9cf2c9568da26b59f7afda5,320,256,55,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,610f32e2d9d270d740aec501dcf0c89595e4e623468ad43272adab90520a8f96,320,256,55,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5,320,256,59,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,320,256,59,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3,320,256,60,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,320,256,61,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771,320,256,61,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3,320,256,62,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,e414b54f2036bcab61b9c0a966f65adf4b169097c13c740e03d6292ac076258c,320,256,63,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38,320,256,64,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,320,256,64,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,b214800de5ed4cc558f44d569495970f93c8c047f8e464c51d4bd5c276118423,320,256,64,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,3934a094e8537841e973342c7f8880606f7a2712b14930340d6f6c2afe178c25,320,256,65,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,e49fc2b4f1f39d481a6525225ab3f688be5c87f56884456ad54c953315efae83,320,256,69,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,00ae65c1c6631ae6f2be1a449902976e6eb8483bf6b0740d00530220832c6d3e,320,256,70,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2,320,256,73,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,79fe419488ba98494e3baa35c6fef9662eda1efe325d0ab0ac002f5383245d96,320,256,74,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ae570a676961482848b5097038ef5e407df7a66a8e1c9b0567da599565a6b142,320,256,75,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548,320,256,75,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,cbff60361ded0570e5d50429a1aa51d81471819bc9b38359f03cfef76de0038c,320,256,76,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4590d7d47f521df62f3bcb0bf74d1bca861d94ade614d8afc912d1009d607b94,320,256,81,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,3bfa8b3b01fd24a28477f103063d17368a7398b27331e020f3a0ef59bf68c940,320,256,82,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a7f6194ddbeaefb1da571226a97785d09ccafc5893ce3c77078d2040bccfcb77,320,256,83,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,320,256,83,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,320,256,84,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0121d6759c5adb290c8e828fc882f37dfaf3663ec885c663859948c154a443ed,320,256,86,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d,320,256,87,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51,320,256,88,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944,320,256,89,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614,320,256,97,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607,320,256,98,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,6c67b78e8164801059375ed9a607f61e67a7ae347e92e36a7f20514224541d56,320,256,111,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,65c8527c16a016191118e8adc3d307fe3a73d37cbe05597a95aebd75daf8d051,320,256,111,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd,320,256,112,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2dd3356f2dcf470aec4003800744dfec6490e75d88011e1d835f4f3d60f88e7a,320,256,117,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886,320,256,151,Histology,IHC
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,256,256,1,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029,256,256,1,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,220b37f4ca7cab486d2b71cd87a46ee7411a5aa142799d96ed98015ab5ba538a,320,256,1,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921,256,256,2,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd,256,256,2,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441,696,520,4,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,3d0ca3498d97edebd28dbc7035eced40baa4af199af09cbb7251792accaa69fe,256,256,4,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,b98681c74842c4058bd2f88b06063731c26a90da083b1ef348e0ec734c58752b,256,256,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,256,256,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df,360,360,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf,256,256,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,c6de542205b891eed5c40e6d8ae3d03a6ca39b26dc445b4dbc64340d4d64dd2d,256,256,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,866a8cba7bfe1ea73e383d6cf492e53752579140c8b833bb56839a55bf79d855,696,520,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770,256,256,5,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,e1bcb583985325d0ef5f3ef52957d0371c96d4af767b13e48102bca9d5351a9b,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,8ecdb93582b2d5270457b36651b62776256ade3aaa2d7432ae65c14f07432d49,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,1e61ecf354cb93a62a9561db87a53985fb54e001444f98112ed0fc623fad793e,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,7ac468eb217b7058d22c1711285d21949b4121bf3fa3217e3e51453666ebecff,256,256,6,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,696,520,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,72b18a405555ad491721e29454e5cd325055ce81a9e78524b56f2c058a4d2327,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,6fb82031f7fc5f4fa6e0bc2ef3421db19036b5c2cdd2725009ab465d66d61d72,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,a1f50f101bc471e2d6967ebdb8ba81150588609e769f3b960f0801e4da5fdc6f,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,9cbc0700317361236a9fca2eb1f8f79e3a7da17b1970c179cf453921a6136001,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,d7ec8003735996458b56ccb8ae34d080eb2a6adabef931323239632515b4b220,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,8b77284d6f37ab3fc826139ebadaec3b9d81c552fe525c3547bbbd6c65ac0d83,256,256,7,Fluorescence,Fluorescence
Kaggle,/Kaggle_stage1_train_test/stage1_train_fix_v4_external.zip,2d53d7ec0c579fffd6710c956288537d46c719a93c6a04ac0d6550f75a6a6493,696,520,7,Fluorescence,Fluorescence
